ISIN,TckrSymb,COMPANYNAME,NSE:
INE167H01014,SIMPLXREA,SIMPLEX REALTY LTD.,NSE:SIMPLXREA
INE665A01038,SWANENERGY,SWAN ENERGY LTD.,NSE:SWANENERGY
INE203D01016,VICTMILL,VICTORIA MILLS LTD.,NSE:VICTMILL
INE406N01014,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,NSE:ZSVARAJT
INE945J01027,ZODIACVEN,ZODIAC VENTURES LIMITED,NSE:ZODIACVEN
INE255E01030,VEERENRGY,VEER ENERGY & INFRASTRUCTURE L,NSE:VEERENRGY
INE026L01022,TILAK,Tilak Ventures Limited,NSE:TILAK
INE786K01023,WAGEND,WAGEND INFRA VENTURE LIMITED,NSE:WAGEND
INE927X01018,ELCIDIN,ELCID INVESTMENTS LTD.,NSE:ELCIDIN
INE828I01019,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,NSE:MEDIAONE
INE629D01020,BANSWRAS,BANSWARA SYNTEX LTD.,NSE:BANSWRAS
INE380D01012,MODWOOL,MODELLA WOOLLENS LTD.,NSE:MODWOOL
INE170C01019,MODIPON,MODIPON LTD.,NSE:MODIPON
INE204C01024,SHRIDINE,SHRI DINESH MILLS LTD.,NSE:SHRIDINE
INE647A01010,SRF,SRF LTD.,NSE:SRF
INE076B01028,SIYSIL,SIYARAM SILK MILLS LTD.,NSE:SIYSIL
INE243N01029,SWADPOL,SWADESHI POLYTEX LTD.,NSE:SWADPOL
INE796C01011,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.,NSE:SHRAJSYNQ
INE464A01036,BBL,BHARAT BIJLEE LTD.,NSE:BBL
INE579B01039,ELPROINTL,ELPRO INTERNATIONAL LTD.,NSE:ELPROINTL
INE064H01021,GEE,GEE LTD.,NSE:GEE
INE835D01023,HIRECT,HIND RECTIFIERS LTD.,NSE:HIRECT
INE567A01028,NIPPOBATRY,INDO-NATIONAL LTD.,NSE:NIPPOBATRY
INE520A01027,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,NSE:ZENSARTECH
INE511D01012,JYOTI,JYOTI LTD.,NSE:JYOTI
INE581L01018,JSLINDL,JSL INDUSTRIES LTD.,NSE:JSLINDL
INE813G01023,KAYCEEI,KAYCEE INDUSTRIES LTD.,NSE:KAYCEEI
INE716F01012,INDOKEM,INDOKEM LTD.,NSE:INDOKEM
INE795A01017,PANAENERG,PANASONIC ENERGY INDIA COMPANY,NSE:PANAENERG
INE045B01015,NELCO,NELCO LTD.,NSE:NELCO
INE418E01018,PERMAGN,PERMANENT MAGNETS LTD.,NSE:PERMAGN
INE783E01023,HIGHENE,HIGH ENERGY BATTERIES (INDIA),NSE:HIGHENE
INE502C01039,STDBAT,STANDARD BATTERIES LTD.,NSE:STDBAT
INE279A01012,UNIVCABLES,UNIVERSAL CABLES LTD.,NSE:UNIVCABLES
INE100D01014,WSI,W.S.INDUSTRIES (INDIA) LTD.,NSE:WSI
INE872E01016,DLTNCBL,DELTON CABLES LTD.,NSE:DLTNCBL
INE284C01018,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,NSE:LAKSELEC
INE064R01012,MODULEX,MODULEX CONSTRUCTION TECHNOLOG,NSE:MODULEX
INE393A01011,DELTAMAGNT,DELTA MANUFACTURING LIMITED,NSE:DELTAMAGNT
INE180M01033,LONGSPUR,Longspur International Venture,NSE:LONGSPUR
INE206N01018,RELTD,RAVINDRA ENERGY LIMITED,NSE:RELTD
INE713N01013,RRP,RRP SEMICONDUCTOR LIMITED,NSE:RRP
INE507F01023,EMPOWER,EMPOWER INDIA LTD.,NSE:EMPOWER
INE017P01014,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE,NSE:ZMULTIPU
INE927M01029,GRANDMA,GRANDMA TRADING & AGENCIES LTD,NSE:GRANDMA
INE812K01027,NYSSACORP,NYSSA CORPORATION LIMITED,NSE:NYSSACORP
INE952M01019,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,NSE:FLOMIC
INE537L01010,KRISHNA,KRISHNA VENTURES LIMITED,NSE:KRISHNA
INE361D01012,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,NSE:UNIABEXAL
INE385C01021,SARDAEN,SARDA ENERGY & MINERALS LTD.,NSE:SARDAEN
INE106G01014,BGWTATO,BHAGWATI AUTOCAST LTD.,NSE:BGWTATO
INE089T01023,BOMBWIR,BOMBAY WIRE ROPES LTD.,NSE:BOMBWIR
INE566M01017,AZADIND,AZAD INDIA MOBILITY LIMITED,NSE:AZADIND
INE323C01030,INDIANHUME,INDIAN HUME PIPE CO.LTD.,NSE:INDIANHUME
INE359D01024,INLCM,INDIAN LINK CHAIN MANUFACTURES,NSE:INLCM
INE155E01016,INVPRECQ,INVESTMENT & PRECISION CASTING,NSE:INVPRECQ
INE123E01014,INFORTEC,INFORMED TECHNOLOGIES INDIA LT,NSE:INFORTEC
INE375D01012,KAIRA,KAIRA CAN CO.LTD.,NSE:KAIRA
INE569C01020,ORIENTCER,ORIENT CERATECH LIMITED,NSE:ORIENTCER
INE166R01015,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,NSE:NATIONSTD
INE336C01016,RATHIST,RATHI STEEL & POWER LTD.,NSE:RATHIST
INE340F01011,DUNCANENG,Duncan Engineering Limited,NSE:DUNCANENG
INE149K01016,SANDUMA,SANDUR MANGANESE & IRON ORES L,NSE:SANDUMA
INE755D01015,STOVACQ,STOVEC INDUSTRIES LTD.,NSE:STOVACQ
INE149A01033,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,NSE:CHOLAHLDNG
INE380G01015,ZWELCAST,WELCAST STEELS LTD.,NSE:ZWELCAST
INE449A01011,AUTOAXLES,AUTOMOTIVE AXLES LTD.,NSE:AUTOAXLES
INE446A01025,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,NSE:ATLASCYCLE
INE451C01013,ACGL,AUTOMOBILE CORPORATION OF GOA,NSE:ACGL
INE878E01021,SETCO,SETCO AUTOMOTIVE LTD.,NSE:SETCO
INE187D01029,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,NSE:TALBROAUTO
INE116C01012,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.,NSE:ZFSTEERING
INE294B01019,SMLISUZU,SML ISUZU LIMITED,NSE:SMLISUZU
INE806C01018,TIL,TIL LTD.,NSE:TIL
INE066A01021,EICHERMOT,EICHER MOTORS LTD.,NSE:EICHERMOT
INE280F01019,JAINEX,JAINEX AAMCOL LTD.,NSE:JAINEX
INE782D01027,ALFREDHE,ALFRED HERBERT (INDIA) LTD.,NSE:ALFREDHE
INE232E01013,VELJAN,VELJAN DENISON LIMITED,NSE:VELJAN
INE221B01012,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.,NSE:DYNAMATECH
INE631D01026,GGDPROP,G. G. Dandekar Properties Limi,NSE:GGDPROP
INE541A01023,GMMPFAUDLR,GMM PFAUDLER LTD.,NSE:GMMPFAUDLR
INE811A01020,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,NSE:KIRLPNU
INE731D01024,KPT,KPT INDUSTRIES LIMITED,NSE:KPT
INE718M01022,LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO,NSE:LAKSHMIEW
INE867A01022,MANUGRAPH,MANUGRAPH INDIA LTD.,NSE:MANUGRAPH
INE098E01026,HARSHILAGR,HARSHIL AGROTECH LIMITED,NSE:HARSHILAGR
INE811D01024,MONOT,MONOTYPE INDIA LTD.,NSE:MONOT
INE317F01035,NESCO,NESCO LTD.,NSE:NESCO
INE984B01023,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,NSE:INTEGRAEN
INE617A01013,SEMAC,SEMAC CONSULTANTS LIMITED,NSE:SEMAC
INE435C01024,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,NSE:TEXINFRA
INE274C01019,WENDT,WENDT (INDIA) LTD.,NSE:WENDT
INE953M01033,PSITINFRA,PS IT INFRASTRUCTURE & SERVICE,NSE:PSITINFRA
INE809Q01012,GHVINFRA,GHV INFRA PROJECTS LIMITED,NSE:GHVINFRA
INE688D01026,RESPONIND,RESPONSIVE INDUSTRIES LTD.,NSE:RESPONIND
INE203N01015,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,NSE:SHYMINV
INE721U01011,ZHEMHOLD,HEM HOLDINGS & TRADING LTD.,NSE:ZHEMHOLD
INE272E01027,MAHACORP,MAHARASHTRA CORPORATION LTD.,NSE:MAHACORP
INE966A01022,DOLATALGO,DOLAT ALGOTECH LIMITED,NSE:DOLATALGO
INE274F01020,WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE:WESTLIFE
INE256A01028,ZEEL,ZEE ENTERTAINMENT ENTERPRISES,NSE:ZEEL
INE308E01029,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE:SVPGLOB
INE178E01026,SKYLMILAR,SKYLINE MILLARS LTD.,NSE:SKYLMILAR
INE469A01019,BIMETAL,BIMETAL BEARINGS LTD.,NSE:BIMETAL
INE561C01019,BHARATGEAR,BHARAT GEARS LTD.,NSE:BHARATGEAR
INE856A01017,BRADYM,BRADY & MORRIS ENGINEERING CO.,NSE:BRADYM
INE501N01020,LATIMMETAL,La Tim Metal & Industries Limi,NSE:LATIMMETAL
INE205B01031,ELECON,ELECON ENGINEERING CO.LTD.,NSE:ELECON
INE266D01021,GRAUWEIL,GRAUER & WEIL (INDIA) LTD.,NSE:GRAUWEIL
INE705G01021,HIMTEK,HIM TEKNOFORGE LIMITED,NSE:HIMTEK
INE524A01029,GABRIEL,GABRIEL INDIA LTD.,NSE:GABRIEL
INE688E01024,HERCULES,HERCULES HOISTS LTD.,NSE:HERCULES
INE598D01027,AQFINTECH,ALGOQUANT FINTECH LIMITED,NSE:AQFINTECH
INE559A01017,IFBIND,IFB INDUSTRIES LTD.,NSE:IFBIND
INE638A01035,SINGER,SINGER INDIA LTD.,NSE:SINGER
INE403C01014,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,NSE:INTLCOMBQ
INE529A01010,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L,NSE:FMGOETZE
INE636D01041,JOSTS,JOSTS ENGINEERING CO.LTD.,NSE:JOSTS
INE513A01022,SCHAEFFLER,Schaeffler India Limited,NSE:SCHAEFFLER
INE384A01010,RANEHOLDIN,RANE HOLDINGS LTD.,NSE:RANEHOLDIN
INE775R01013,ROLCOEN,ROLCON ENGINEERING CO.LTD.,NSE:ROLCOEN
INE568F01017,SNL,SNL BEARINGS LTD.,NSE:SNL
INE058D01030,JAIPAN,JAIPAN INDUSTRIES LTD.,NSE:JAIPAN
INE545L01039,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,NSE:MANCREDIT
INE391D01019,TRF,TRF LTD.,NSE:TRF
INE765D01022,WPIL,WPIL LTD.,NSE:WPIL
INE717A01029,KENNAMET,KENNAMETAL INDIA LTD.,NSE:KENNAMET
INE724D01011,HINDHARD,HINDUSTAN HARDY LIMITED,NSE:HINDHARD
INE440G01017,TRITONV,TRITON VALVES LTD.,NSE:TRITONV
INE618D01015,SUDAI,SUDAL INDUSTRIES LTD.,NSE:SUDAI
INE603A01013,PRAKASH,PRAKASH INDUSTRIES LTD.,NSE:PRAKASH
INE968D01022,ARSHIYA,ARSHIYA LIMITED,NSE:ARSHIYA
INE536A01023,GRINDWELL,GRINDWELL NORTON LTD.,NSE:GRINDWELL
INE651C01018,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,NSE:LAKPRE
INE727B01026,GENESYS,GENESYS INTERNATIONAL CORPORAT,NSE:GENESYS
INE383L01019,PARNAXLAB,PARNAX LAB LTD.,NSE:PARNAXLAB
INE512D01028,GOURMET,GOURMET GATEWAY INDIA LIMITED,NSE:GOURMET
INE370E01029,VIVIDHA,VISAGAR POLYTEX LTD.,NSE:VIVIDHA
INE668L01013,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,NSE:EMERGENT
INE879E01037,KANANIIND,KANANI INDUSTRIES LTD.,NSE:KANANIIND
INE403B01016,GCKL,GALAXY CLOUD KITCHENS LIMITED,NSE:GCKL
INE643K01018,ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITE,NSE:ARIHANTSUP
INE416D01022,BLISSGVS,BLISS GVS PHARMA LTD.,NSE:BLISSGVS
INE189B01011,STYRENIX,Styrenix Performance Materials,NSE:STYRENIX
INE426A01027,ALEMBICLTD,ALEMBIC LTD.,NSE:ALEMBICLTD
INE275D01022,AMNPLST,AMINES & PLASTICIZERS LTD.,NSE:AMNPLST
INE489G01022,ANUHPHR,ANUH PHARMA LTD.,NSE:ANUHPHR
INE737D01021,MODISONLTD,MODISON LIMITED,NSE:MODISONLTD
INE462A01022,BAYERCROP,BAYER CROPSCIENCE LTD.,NSE:BAYERCROP
INE320M01019,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,NSE:CHEMOPH
INE492A01029,HEUBACHIND,Heubach Colorants India Limite,NSE:HEUBACHIND
INE169A01031,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,NSE:COROMANDEL
INE288B01029,DEEPAKNTR,DEEPAK NITRITE LTD.,NSE:DEEPAKNTR
INE505A01010,DMCC,DMCC SPECIALITY CHEMICALS LIMI,NSE:DMCC
INE225B01021,FERMENTA,FERMENTA BIOTECH LIMITED,NSE:FERMENTA
INE077F01035,GOCLCORP,GOCL Corporation Limited,NSE:GOCLCORP
INE693E01016,JAYCH,JAYSHREE CHEMICALS LTD.,NSE:JAYCH
INE138C01024,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES,NSE:KANORICHEM
INE881E01017,KELENRG,KELTECH ENERGIES LTD.,NSE:KELENRG
INE265B01019,NITTAGELA,NITTA GELATIN INDIA LTD.,NSE:NITTAGELA
INE468C01017,MPAGI,M.P.AGRO INDUSTRIES LTD.,NSE:MPAGI
INE321D01016,OCCL,ORIENTAL CARBON & CHEMICALS LT,NSE:OCCL
INE602A01031,PCBL,PCBL Chemical Limited,NSE:PCBL
INE841D01013,AMAL,AMAL LTD.,NSE:AMAL
INE752B01024,POLYCHEM,POLYCHEM LTD.,NSE:POLYCHEM
INE277B01014,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROT,NSE:PUNJABCHEM
INE218N01021,ZR2,ZR2 BIOENERGY LIMITED,NSE:ZR2
INE888C01040,SADHNANIQ,SADHANA NITROCHEM LTD.,NSE:SADHNANIQ
INE659A01023,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES,NSE:SUDARSCHEM
INE405A01021,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.,NSE:ULTRAMAR
INE687A01016,TRANSPEK,TRANSPEK INDUSTRY LTD.,NSE:TRANSPEK
INE351A01035,UNICHEMLAB,UNICHEM LABORATORIES LTD.,NSE:UNICHEMLAB
INE741A01011,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.,NSE:MYSORPETRO
INE150B01039,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.,NSE:ALKYLAMINE
INE400A01014,TUTIALKA,TUTICORIN ALKALI CHEMICALS AND,NSE:TUTIALKA
INE203A01020,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,NSE:ASTRAZEN
INE607A01022,PRIMO,Primo Chemicals Limited,NSE:PRIMO
INE639B01015,TANFACIND,TANFAC INDUSTRIES LTD.,NSE:TANFACIND
INE636P01011,GUJPETR,GUJARAT PETROSYNTHESE LTD.,NSE:GUJPETR
INE716M01034,SWADEIN,SWADESHI INDUSTRIES LEASING CO,NSE:SWADEIN
INE942C01045,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,NSE:GUJTHEM
INE467X01015,SCBL,Saptak Chem And Business Limit,NSE:SCBL
INE987A01010,MAKERSL,MAKERS LABORATORIES LTD.,NSE:MAKERSL
INE423K01015,CONTCHM,CONTINENTAL CHEMICALS LTD.,NSE:CONTCHM
INE572A01036,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICAL,NSE:JBCHEPHARM
INE334N01018,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,NSE:ADVPETR-B
INE046E01025,APTPACK,APT PACKAGING LTD.,NSE:APTPACK
INE472D01017,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,NSE:BLUECHIPT
INE574A01016,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,NSE:JAGAJITIND
INE133B01019,KESARENT,KESAR ENTERPRISES LTD.,NSE:KESARENT
INE133E01013,TI,TILAKNAGAR INDUSTRIES LTD.,NSE:TI
INE044N01021,EMERALL,Emerald Leisures Limited,NSE:EMERALL
INE615A01025,RAVALSUGAR,The Ravalgaon Sugar Farm Limit,NSE:RAVALSUGAR
INE623A01011,SAKHTISUG,SAKTHI SUGARS LTD.,NSE:SAKHTISUG
INE711A01022,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,NSE:WALCHANNAG
INE076C01018,IFBAGRO,IFB AGRO INDUSTRIES LTD.,NSE:IFBAGRO
INE991B01010,KFBL,KOTHARI FERMENTATION & BIOCHEM,NSE:KFBL
INE470N01010,CAPRO,CAPROLACTAM CHEMICALS LTD.,NSE:CAPRO
INE075D01018,GMBREW,G.M.BREWERIES LTD.,NSE:GMBREW
INE625B01014,RANASUG,RANA SUGARS LTD.,NSE:RANASUG
INE544C01023,PICCASUG,PICCADILY SUGAR & ALLIED INDUS,NSE:PICCASUG
INE480C01038,SDBL,SOM DISTILLERIES & BREWERIES L,NSE:SDBL
INE073G01016,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIE,NSE:ASALCBR
INE976E01023,FOODSIN,FOODS & INNS LTD.,NSE:FOODSIN
INE043C01018,IVP,IVP LTD.,NSE:IVP
INE014E01015,KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,NSE:KLRFM
INE286E01019,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,NSE:OLYOI
INE588G01021,MLKFOOD,MILKFOOD LTD.,NSE:MLKFOOD
INE339F01021,POLSON,POLSON LTD.,NSE:POLSON
INE075A01022,WIPRO,WIPRO LTD.,NSE:WIPRO
INE247F01018,ORIBEVER,ORIENT BEVERAGES LTD.,NSE:ORIBEVER
INE435G01025,DHANUKA,DHANUKA AGRITECH LTD.,NSE:DHANUKA
INE910C01018,TTKHLTCARE,TTK HEALTHCARE LTD.,NSE:TTKHLTCARE
INE284B01028,TGVSL,TGV SRAAC Limited,NSE:TGVSL
INE891G01011,LIMECHM,LIME CHEMICALS LTD.,NSE:LIMECHM
INE694E01014,KANPRPLA,KANPUR PLASTIPACK LTD.,NSE:KANPRPLA
INE123C01018,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,NSE:TAINWALCHM
INE048B01035,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,NSE:JAGSNPHARM
INE745B01028,KHAICHEM,KHAITAN CHEMICALS & FERTILIZER,NSE:KHAICHEM
INE357P01014,UNTTEMI,UNITED LEASING & INDUSTRIES LT,NSE:UNTTEMI
INE296D01010,NOL,NATIONAL OXYGEN LTD.,NSE:NOL
INE322A01010,GILLETTE,GILLETTE INDIA LTD.,NSE:GILLETTE
INE469D01013,WIREFABR,WIRES & FABRIKS (SA) LTD.,NSE:WIREFABR
INE880B01015,ANSALHSG,ANSAL HOUSING LIMITED,NSE:ANSALHSG
INE607B01012,COMPUPN,COMPUTER POINT LTD.,NSE:COMPUPN
INE435D01014,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,NSE:MCCHRLS-B
INE757C01021,ADDIND,ADDI INDUSTRIES LTD.,NSE:ADDIND
INE746D01014,PIONRINV,PIONEER INVESTCORP LTD.,NSE:PIONRINV
INE372I01018,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,NSE:ASHNOOR
INE694A01020,UNITECH,UNITECH LTD.,NSE:UNITECH
INE054A01027,VIPIND,V.I.P.INDUSTRIES LTD.,NSE:VIPIND
INE296C01020,FIBERWEB,FIBERWEB (INDIA) LTD.,NSE:FIBERWEB
INE724A01017,LKPFIN,LKP FINANCE LIMITED,NSE:LKPFIN
INE706N01017,EASTBUILD,EAST BUILDTECH LTD.,NSE:EASTBUILD
INE704G01024,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,NSE:BAJAJST
INE845A01028,KIDUJA,KIDUJA INDIA LTD.,NSE:KIDUJA
INE130F01016,KEYCORP,KEY CORP LTD.,NSE:KEYCORP
INE621C01011,GUJHOTE,GUJARAT HOTELS LTD.,NSE:GUJHOTE
INE651D01016,RASRESOR,RAS RESORTS & APART HOTELS LTD,NSE:RASRESOR
INE143I01013,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT,NSE:PARMCOS-B
INE726D01016,JINDHOT,JINDAL HOTELS LTD.,NSE:JINDHOT
INE358F01013,SERIND,SER INDUSTRIES LTD.,NSE:SERIND
INE657D01021,SIMMOND,SIMMONDS MARSHALL LTD.,NSE:SIMMOND
INE489D01011,BNALTD,B & A LTD.,NSE:BNALTD
INE979B01015,HAWKINCOOK,HAWKINS COOKERS LTD.,NSE:HAWKINCOOK
INE712A01012,WARRENTEA,WARREN TEA LTD.,NSE:WARRENTEA
INE788M01017,COCHMAL,COCHIN MALABAR ESTATES & INDUS,NSE:COCHMAL
INE553F01035,BESTEAST,BEST EASTERN HOTELS LTD.,NSE:BESTEAST
INE605D01012,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD,NSE:NEAGI
INE684B01029,ISTLTD,IST LTD.,NSE:ISTLTD
INE757A01017,COSMOFIRST,Cosmo First Limited,NSE:COSMOFIRST
INE437A01024,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LT,NSE:APOLLOHOSP
INE861H01020,NITINCAST,Nitin Castings Limited,NSE:NITINCAST
INE641A01013,NEXOME,NEXOME CAPITAL MARKETS LIMITED,NSE:NEXOME
INE295A01018,EVERESTIND,EVEREST INDUSTRIES LTD.,NSE:EVERESTIND
INE791H01011,IRONWOOD,IRONWOOD EDUCATION LIMITED,NSE:IRONWOOD
INE331L01026,MSRINDIA,MSR INDIA LTD.,NSE:MSRINDIA
INE193B01039,AYMSYNTEX,AYM Syntex Limited,NSE:AYMSYNTEX
INE013E01017,PANCARBON,PANASONIC CARBON INDIA CO.LTD.,NSE:PANCARBON
INE734I01027,FINKURVE,FINKURVE FINANCIAL SERVICES LT,NSE:FINKURVE
INE549B01016,HBLEAS,HB LEASING & FINANCE CO.LTD.,NSE:HBLEAS
INE668Y01016,TRUSTWAVE,TRUSTWAVE SECURITIES LIMITED,NSE:TRUSTWAVE
INE673M01029,SULABEN,SULABH ENGINEERS & SERVICES LT,NSE:SULABEN
INE977E01013,FRONTCAP,FRONTIER CAPITAL LIMITED,NSE:FRONTCAP
INE060A01024,NAVNETEDUL,NAVNEET EDUCATION LIMITED,NSE:NAVNETEDUL
INE218C01016,AUSOMENT,AUSOM ENTERPRISE LIMITED,NSE:AUSOMENT
INE190F01028,THAKRAL,THAKRAL SERVICES (INDIA) LTD.,NSE:THAKRAL
INE413B01023,RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,NSE:RUCHINFRA
INE088E01019,GOLDLEG,GOLDEN LEGAND LEASING & FINANC,NSE:GOLDLEG
INE117F01013,VJTFEDU,VJTF EDUSERVICES LTD.,NSE:VJTFEDU
INE763D01019,VOLLF,VOLTAIRE LEASING & FINANCE LTD,NSE:VOLLF
INE040F01033,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,NSE:NETLINK
INE572G01025,LANCORHOL,LANCOR HOLDINGS LTD.,NSE:LANCORHOL
INE300B01022,INDINFO,INDIAN INFOTECH & SOFTWARE LTD,NSE:INDINFO
INE521L01030,BANASFN,BANAS FINANCE LTD.,NSE:BANASFN
INE392A01021,VISAKAIND,VISAKA INDUSTRIES LTD.,NSE:VISAKAIND
INE525B01016,HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,NSE:HATHWAYB
INE742B01025,GUFICBIO,GUFIC BIOSCIENCES LTD.,NSE:GUFICBIO
INE137I01015,GRPLTD,GRP LTD.,NSE:GRPLTD
INE802D01023,INDAG,INDAG RUBBER LTD.,NSE:INDAG
INE159E01026,MMRUBBR-B,MM RUBBER COMPANY LTD.,NSE:MMRUBBR-B
INE034D01049,PTL,PTL ENTERPRISES LTD.,NSE:PTL
INE421C01016,TVSSRICHAK,TVS SRICHAKRA LTD.,NSE:TVSSRICHAK
INE367E01033,SEL,SANATHNAGAR ENTERPRISES LIMITE,NSE:SEL
INE664D01019,BENARAS,BENARES HOTELS LTD.,NSE:BENARAS
INE026I01010,BHAGWOX,BHAGWATI OXYGEN LTD.,NSE:BHAGWOX
INE01TL01014,BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI,NSE:BOMOXY-B1
INE145E01017,CRAVATEX,CRAVATEX LTD.,NSE:CRAVATEX
INE463A01038,BERGEPAINT,BERGER PAINTS INDIA LTD.,NSE:BERGEPAINT
INE479A01018,CAPRIHANS,CAPRIHANS INDIA LTD.,NSE:CAPRIHANS
INE371A01025,GRAPHITE,GRAPHITE INDIA LTD.,NSE:GRAPHITE
INE686A01026,ITDCEM,ITD CEMENTATION INDIA LTD.,NSE:ITDCEM
INE515H01014,EMPIND,EMPIRE INDUSTRIES LTD.,NSE:EMPIND
INE214F01026,GRAVISSHO,GRAVISS HOSPITALITY LTD.,NSE:GRAVISSHO
INE276A01018,GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT,NSE:GARFIBRES
INE925D01014,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,NSE:GARWAMAR
INE426D01013,GOACARBON,GOA CARBON LTD.,NSE:GOACARBON
INE722D01015,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,NSE:HARDCAS
INE545A01024,HEG,HEG LTD.,NSE:HEG
INE310C01029,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,NSE:HINDCOMPOS
INE557A01011,BIRLANU,BIRLANU LIMITED,NSE:BIRLANU
INE061A01014,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,NSE:INDIANCARD
INE575C01027,INTLCONV,INTERNATIONAL CONVEYORS LTD.,NSE:INTLCONV
INE364A01020,JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,NSE:JAYSREETEA
INE972A01020,KOTIC,KOTHARI INDUSTRIAL CORPORATION,NSE:KOTIC
INE370A01019,MODRNSH,MODERN SHARES & STOCKBROKERS L,NSE:MODRNSH
INE275B01026,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,NSE:HUHTAMAKI
INE940N01012,PREMSYN,PREMIER SYNTHETICS LTD.,NSE:PREMSYN
INE712Z01019,RJSHAH,R.J.SHAH & CO.LTD.,NSE:RJSHAH
INE849C01026,SHALPAINTS,SHALIMAR PAINTS LTD.,NSE:SHALPAINTS
INE832D01020,HINDMILL,HINDOOSTAN MILLS LTD.,NSE:HINDMILL
INE195A01028,SUPREMEIND,SUPREME INDUSTRIES LTD.,NSE:SUPREMEIND
INE077P01034,THACKER,THACKER & CO.LTD.,NSE:THACKER
INE726E01014,UPHOT,U.P.HOTELS LTD.,NSE:UPHOT
INE710A01016,VSTIND,VST INDUSTRIES LTD.,NSE:VSTIND
INE804A01025,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD,NSE:SWASTIVI
INE856D01011,MADHUSE,MADHUSUDAN SECURITIES LTD.,NSE:MADHUSE
INE457N01025,YAMNINV,YAMINI INVESTMENTS COMPANY LTD,NSE:YAMNINV
INE679T01013,ZMILGFIN,MILGREY FINANCE & INVESTMENT L,NSE:ZMILGFIN
INE742C01031,JINDRILL,JINDAL DRILLING & INDUSTRIES L,NSE:JINDRILL
